0.0014754	0.0085506	0.017289	0.096624	0.199428
0.0014389	0.0081037	0.0167534	0.0949098	0.201602
0.0013969	0.0080319	0.0175043	0.0954233	0.199394
0.0014394	0.0083484	0.0173355	0.0964374	0.200232
0.001462	0.0080661	0.0172663	0.0956142	0.203977
0.0014387	0.0084833	0.0170738	0.0953677	0.201544
0.0014576	0.0080932	0.0170101	0.0953923	0.200414
0.0014622	0.0081274	0.0174786	0.095126	0.202086
0.0014445	0.0081467	0.0176859	0.0959628	0.20201
0.0014475	0.0082676	0.0172204	0.0964838	0.200395
0.0014287	0.0081749	0.0178086	0.096838	0.200854
0.001432	0.0080834	0.0172857	0.0955672	0.201948
0.0014345	0.0082142	0.0170338	0.0967013	0.198759
0.0014345	0.0081529	0.0172654	0.0961749	0.200715
0.0014357	0.008119	0.0171863	0.0957631	0.198772
0.0014192	0.008176	0.0175517	0.0962559	0.200493
0.0014508	0.0081579	0.0172633	0.0967128	0.200477
0.0014352	0.0080904	0.017121	0.0980875	0.200476
0.0014203	0.0081207	0.0171932	0.0969136	0.200064
0.0014547	0.0080468	0.0171273	0.0947932	0.198878
0.0014776	0.00827	0.017105	0.0954188	0.201493
0.0014756	0.0081843	0.0171775	0.0965784	0.200978
0.0014751	0.0082206	0.0171302	0.0957292	0.199997
0.0014606	0.0081437	0.0169359	0.0972243	0.200344
0.0013951	0.0083803	0.0170251	0.0977136	0.200274
0.0015056	0.008281	0.0171961	0.0940078	0.199879
0.0014645	0.0080523	0.0174373	0.0954208	0.1999
0.001431	0.0081245	0.017169	0.0953092	0.200642
0.0014708	0.0081027	0.0172923	0.0950786	0.200534
0.0014421	0.0083172	0.0172168	0.0959336	0.199727
0.0014408	0.0082061	0.0169619	0.0965748	0.199002
0.0013998	0.0081384	0.0172427	0.094457	0.200326
0.0014293	0.0081273	0.0172152	0.0957121	0.201535
0.0014363	0.0082009	0.0172127	0.0983903	0.19912
0.0014636	0.0080214	0.0171258	0.0951561	0.19941
0.001437	0.0084079	0.0171301	0.0945559	0.201102
0.0015349	0.0084181	0.017255	0.0966949	0.199816
0.0014584	0.0080561	0.0174025	0.0952154	0.201359
0.0014171	0.0082568	0.0170788	0.0950549	0.202026
0.001417	0.0082969	0.0180601	0.0949832	0.199252
0.0014646	0.0081871	0.0179335	0.0968553	0.20009
0.0018171	0.0081946	0.0170795	0.0969394	0.199162
0.0014964	0.0082297	0.017825	0.0952491	0.19996
0.0014666	0.0080905	0.0173926	0.0958173	0.198389
0.0014789	0.0081526	0.0171664	0.0952351	0.199564
0.0014083	0.0080503	0.0174006	0.0952322	0.198851
0.0014173	0.0082672	0.0173989	0.0962957	0.200351
0.0014554	0.0080752	0.0173139	0.0973505	0.199417
0.0014578	0.0082341	0.0173429	0.0961952	0.199991
0.0014499	0.008134	0.0171259	0.0953368	0.200276
0.0014056	0.0082718	0.0168054	0.0951804	0.198755
0.0014404	0.0082146	0.0171722	0.096501	0.203685
0.0015216	0.0079883	0.017167	0.0953053	0.201206
0.0014254	0.0080505	0.0172794	0.0960319	0.201001
0.001398	0.0082248	0.0171784	0.0955841	0.200655
0.0014585	0.0081567	0.0173061	0.0963422	0.200769
0.0016144	0.0080324	0.0175485	0.0948615	0.20212
0.0014248	0.0086119	0.0173048	0.0957372	0.199549
0.0014565	0.0082606	0.0170502	0.0974158	0.200977
0.0014254	0.0081464	0.0172325	0.0956875	0.199018
0.0013962	0.0080874	0.0170657	0.0949861	0.201255
0.0014743	0.0085393	0.0174947	0.0955096	0.198774
0.0013905	0.0080234	0.0169268	0.0957677	0.201582
0.0014529	0.0081457	0.0173815	0.0960065	0.200361
0.0014216	0.008203	0.0184127	0.0961588	0.201543
0.0014179	0.0081997	0.0176701	0.096653	0.200006
0.0014343	0.008328	0.0169766	0.0970861	0.19921
0.0014612	0.0087678	0.0173039	0.096259	0.200711
0.0014038	0.0082814	0.01709	0.0954649	0.200956
0.0014444	0.008088	0.0172609	0.0962612	0.19953
0.0014253	0.008486	0.0171829	0.0978704	0.200763
0.0014543	0.0082238	0.0171957	0.0984946	0.200668
0.0014265	0.0083541	0.0171061	0.0951184	0.200812
0.0014822	0.0082779	0.0171887	0.0953863	0.199801
0.0015154	0.0080905	0.0174971	0.0955237	0.199229
0.0014752	0.0082491	0.0173552	0.0968853	0.199646
0.001476	0.0080948	0.0175752	0.0952392	0.202299
0.0014135	0.0084676	0.0172217	0.0980644	0.199103
0.0014082	0.007994	0.0169103	0.0964968	0.201253
0.0014386	0.0081526	0.017401	0.0947295	0.200056
0.0017555	0.0082834	0.0176562	0.0943013	0.201776
0.0015525	0.0087113	0.0176853	0.0985291	0.199816
0.0014372	0.0082038	0.0172458	0.0958939	0.201154
0.0014727	0.0082449	0.0174714	0.0991774	0.200323
0.0014184	0.0081574	0.0176767	0.0957203	0.207285
0.0014393	0.0080597	0.0179442	0.0958358	0.201544
0.0014457	0.0082088	0.0175383	0.0958609	0.201424
0.0014457	0.008138	0.0173917	0.0943911	0.198703
0.001429	0.0082515	0.0171642	0.0974005	0.2022
0.0014423	0.0082584	0.0171513	0.0968778	0.198519
0.0013799	0.0082905	0.0171998	0.0953974	0.203662
0.0014665	0.0081438	0.0175025	0.0954193	0.202237
0.0014111	0.0085227	0.0171676	0.0956527	0.201097
0.0014209	0.0082286	0.0172294	0.0971991	0.202157
0.0017698	0.0084963	0.0202447	0.102106	0.199744
0.0013826	0.0082189	0.0176472	0.0977759	0.204554
0.0014175	0.0084506	0.0174215	0.0964333	0.203425
0.0014372	0.0080678	0.0178807	0.0965864	0.205661
0.0014746	0.008137	0.0174374	0.0993319	0.204044
0.0014742	0.0085448	0.0171739	0.096681	0.221254
